Ns	time/s	cycle number	Ecell/V	I/mA	Q charge/mA.h	Q discharge/mA.h	Temperature/°C	
0	2,790000132517889E+003	0,000000000000000E+000	3,3475454E+000	9,9995889E+003	7,750166313491211E+003	0,000000000000000E+000	2,6389824E+001
0	2,820000133942813E+003	0,000000000000000E+000	3,3475454E+000	1,0000771E+004	7,833501037616103E+003	0,000000000000000E+000	2,6326584E+001
0	2,850000135367736E+003	0,000000000000000E+000	3,3474271E+000	9,9999824E+003	7,916835847872721E+003	0,000000000000000E+000	2,6318678E+001
0	2,880000136792660E+003	0,000000000000000E+000	3,3475058E+000	9,9989971E+003	8,000170591559245E+003	0,000000000000000E+000	2,6405634E+001
0	2,910000138217583E+003	0,000000000000000E+000	3,3473878E+000	1,0000376E+004	8,083505379899631E+003	0,000000000000000E+000	2,6247530E+001
0	2,940000139642507E+003	0,000000000000000E+000	3,3475058E+000	1,0000968E+004	8,166839961045464E+003	0,000000000000000E+000	2,6460972E+001
0	2,970000141067430E+003	0,000000000000000E+000	3,3473878E+000	9,9991953E+003	8,250174588165148E+003	0,000000000000000E+000	2,6255436E+001
0	3,000000142492354E+003	0,000000000000000E+000	3,3474665E+000	9,9993916E+003	8,333509293046332E+003	0,000000000000000E+000	2,6366110E+001
0	3,030000143917277E+003	0,000000000000000E+000	3,3474271E+000	1,0000180E+004	8,416844129371744E+003	0,000000000000000E+000	2,6350298E+001
0	3,060000145342201E+003	0,000000000000000E+000	3,3474271E+000	1,0000771E+004	8,500179025423176E+003	0,000000000000000E+000	2,6160574E+001
0	3,090000146767125E+003	0,000000000000000E+000	3,3474665E+000	1,0001164E+004	8,583513657410482E+003	0,000000000000000E+000	2,6310774E+001
0	3,120000148192048E+003	0,000000000000000E+000	3,3475058E+000	9,9986035E+003	8,666848409894206E+003	0,000000000000000E+000	2,6294964E+001
0	3,150000149616972E+003	0,000000000000000E+000	3,3474665E+000	1,0002148E+004	8,750183121092665E+003	0,000000000000000E+000	2,6516308E+001
0	3,180000151041895E+003	0,000000000000000E+000	3,3475058E+000	1,0000573E+004	8,833517965399848E+003	0,000000000000000E+000	2,6294964E+001
0	3,210000152466819E+003	0,000000000000000E+000	3,3475058E+000	1,0000573E+004	8,916852948121201E+003	0,000000000000000E+000	2,6587456E+001
0	3,240000153891742E+003	0,000000000000000E+000	3,3475454E+000	9,9997852E+003	9,000187886491969E+003	0,000000000000000E+000	2,6374014E+001
0	3,270000155316666E+003	0,000000000000000E+000	3,3474665E+000	1,0000968E+004	9,083522737801648E+003	0,000000000000000E+000	2,6492592E+001
0	3,300000156741589E+003	0,000000000000000E+000	3,3473878E+000	9,9995889E+003	9,166857713027342E+003	0,000000000000000E+000	2,6445162E+001
0	3,330000158166513E+003	0,000000000000000E+000	3,3475058E+000	1,0000771E+004	9,250192488730467E+003	0,000000000000000E+000	2,6326584E+001
0	3,360000159591436E+003	0,000000000000000E+000	3,3474665E+000	9,9993916E+003	9,333527307987737E+003	0,000000000000000E+000	2,6255436E+001
0	3,390000161016360E+003	0,000000000000000E+000	3,3475058E+000	9,9976182E+003	9,416862092862953E+003	0,000000000000000E+000	2,6223816E+001
0	3,420000162441283E+003	0,000000000000000E+000	3,3474271E+000	9,9991953E+003	9,500196811838105E+003	0,000000000000000E+000	2,6555836E+001
0	3,450000163866207E+003	0,000000000000000E+000	3,3475058E+000	1,0000771E+004	9,583531579291446E+003	0,000000000000000E+000	2,6453068E+001
0	3,480000165291131E+003	0,000000000000000E+000	3,3475058E+000	1,0000376E+004	9,666866436797414E+003	0,000000000000000E+000	2,6540026E+001
0	3,510000166716054E+003	0,000000000000000E+000	3,3475847E+000	9,9986035E+003	9,750201411087779E+003	0,000000000000000E+000	2,6532118E+001
0	3,540000168140978E+003	0,000000000000000E+000	3,3474665E+000	9,9999824E+003	9,833536319090166E+003	0,000000000000000E+000	2,6413542E+001
0	3,570000169565901E+003	0,000000000000000E+000	3,3475454E+000	1,0000968E+004	9,916871206830509E+003	0,000000000000000E+000	2,6334488E+001
0	3,600000170990825E+003	0,000000000000000E+000	3,3474271E+000	1,0000573E+004	1,000020585238552E+004	0,000000000000000E+000	2,6152670E+001
0	3,630000172415748E+003	0,000000000000000E+000	3,3474665E+000	9,9991953E+003	1,008354077043945E+004	0,000000000000000E+000	2,6397732E+001
0	3,660000173840672E+003	0,000000000000000E+000	3,3476241E+000	1,0000968E+004	1,016687574161458E+004	0,000000000000000E+000	2,6374014E+001
0	3,690000175265595E+003	0,000000000000000E+000	3,3475454E+000	1,0000573E+004	1,025021075190646E+004	0,000000000000000E+000	2,6492592E+001
0	3,720000176690519E+003	0,000000000000000E+000	3,3475058E+000	1,0000180E+004	1,033354576110894E+004	0,000000000000000E+000	2,6421444E+001
0	3,750000178115442E+003	0,000000000000000E+000	3,3474665E+000	9,9999824E+003	1,041688089354817E+004	0,000000000000000E+000	2,6366110E+001
0	3,780000179540366E+003	0,000000000000000E+000	3,3475847E+000	1,0000376E+004	1,050021601550727E+004	0,000000000000000E+000	2,6381922E+001
0	3,810000180965289E+003	0,000000000000000E+000	3,3475847E+000	1,0000180E+004	1,058355099225477E+004	0,000000000000000E+000	2,6310774E+001
0	3,840000182390213E+003	0,000000000000000E+000	3,3475454E+000	1,0000180E+004	1,066688577385308E+004	0,000000000000000E+000	2,6413542E+001
0	3,870000183815137E+003	0,000000000000000E+000	3,3475847E+000	1,0001361E+004	1,075022064453396E+004	0,000000000000000E+000	2,6524216E+001
0	3,900000185240060E+003	0,000000000000000E+000	3,3476241E+000	9,9999824E+003	1,083355534625651E+004	0,000000000000000E+000	2,6184290E+001
0	3,930000186664984E+003	0,000000000000000E+000	3,3476241E+000	1,0000376E+004	1,091689009096083E+004	0,000000000000000E+000	2,6247530E+001
0	3,960000188089907E+003	0,000000000000000E+000	3,3476634E+000	9,9991953E+003	1,100022499673611E+004	0,000000000000000E+000	2,6397732E+001
0	3,990000189514831E+003	0,000000000000000E+000	3,3476634E+000	1,0000573E+004	1,108355995867187E+004	0,000000000000000E+000	2,6619076E+001
0	4,020000190939754E+003	0,000000000000000E+000	3,3477423E+000	1,0001361E+004	1,116689493925455E+004	0,000000000000000E+000	2,6500498E+001
0	4,050000192364678E+003	0,000000000000000E+000	3,3477423E+000	1,0000771E+004	1,125022977424207E+004	0,000000000000000E+000	2,6476782E+001
0	4,080000193789601E+003	0,000000000000000E+000	3,3476634E+000	1,0000771E+004	1,133356463592610E+004	0,000000000000000E+000	2,6524216E+001
0	4,110000195214525E+003	0,000000000000000E+000	3,3477817E+000	1,0000573E+004	1,141689954904730E+004	0,000000000000000E+000	2,6484688E+001
0	4,140000196639448E+003	0,000000000000000E+000	3,3477027E+000	9,9989971E+003	1,150023436612847E+004	0,000000000000000E+000	2,6374014E+001
0	4,170000198064372E+003	0,000000000000000E+000	3,3478603E+000	9,9991953E+003	1,158356908576009E+004	0,000000000000000E+000	2,6405634E+001
0	4,200000199489295E+003	0,000000000000000E+000	3,3477817E+000	1,0000376E+004	1,166690391837727E+004	0,000000000000000E+000	2,6460972E+001
0	4,230000200914219E+003	0,000000000000000E+000	3,3477817E+000	1,0000771E+004	1,175023885798828E+004	0,000000000000000E+000	2,6279154E+001
0	4,260000202339143E+003	0,000000000000000E+000	3,3477817E+000	1,0000376E+004	1,183357394677083E+004	0,000000000000000E+000	2,6302868E+001
0	4,290000203764066E+003	0,000000000000000E+000	3,3477027E+000	1,0001756E+004	1,191690879937662E+004	0,000000000000000E+000	2,6294964E+001
0	4,320000205188990E+003	0,000000000000000E+000	3,3478603E+000	9,9988008E+003	1,200024361394043E+004	0,000000000000000E+000	2,6587456E+001
0	4,350000206613913E+003	0,000000000000000E+000	3,3478210E+000	9,9991953E+003	1,208357857437228E+004	0,000000000000000E+000	2,6595360E+001
0	4,380000208038837E+003	0,000000000000000E+000	3,3479393E+000	1,0000771E+004	1,216691359009602E+004	0,000000000000000E+000	2,6263340E+001
0	4,410000209463760E+003	0,000000000000000E+000	3,3478997E+000	9,9999824E+003	1,225024859591579E+004	0,000000000000000E+000	2,6397732E+001
0	4,440000210888684E+003	0,000000000000000E+000	3,3480179E+000	9,9993916E+003	1,233358351401096E+004	0,000000000000000E+000	2,6595360E+001
0	4,470000212313607E+003	0,000000000000000E+000	3,3478603E+000	1,0002347E+004	1,241691853952636E+004	0,000000000000000E+000	2,6405634E+001
0	4,500000213738531E+003	0,000000000000000E+000	3,3479393E+000	1,0000771E+004	1,250025354407769E+004	0,000000000000000E+000	2,6310774E+001
0	4,530000215163454E+003	0,000000000000000E+000	3,3480179E+000	1,0000771E+004	1,258358869052029E+004	0,000000000000000E+000	2,6389824E+001
0	4,560000216588378E+003	0,000000000000000E+000	3,3480179E+000	1,0000968E+004	1,266692376315538E+004	0,000000000000000E+000	2,6524216E+001
0	4,590000218013301E+003	0,000000000000000E+000	3,3479786E+000	1,0000573E+004	1,275025865047146E+004	0,000000000000000E+000	2,6358204E+001
0	4,620000219438225E+003	0,000000000000000E+000	3,3480573E+000	1,0000376E+004	1,283359361612304E+004	0,000000000000000E+000	2,6334488E+001
0	4,650000220863149E+003	0,000000000000000E+000	3,3479393E+000	1,0000968E+004	1,291692849589409E+004	0,000000000000000E+000	2,6239626E+001
0	4,680000222288072E+003	0,000000000000000E+000	3,3481362E+000	9,9997852E+003	1,300026333286566E+004	0,000000000000000E+000	2,6342394E+001
0	4,710000223712996E+003	0,000000000000000E+000	3,3480179E+000	9,9986035E+003	1,308359832207845E+004	0,000000000000000E+000	2,6476782E+001
0	4,740000225137919E+003	0,000000000000000E+000	3,3480573E+000	1,0001164E+004	1,316693342717719E+004	0,000000000000000E+000	2,6579550E+001
0	4,770000226562843E+003	0,000000000000000E+000	3,3480968E+000	1,0000968E+004	1,325026847206814E+004	0,000000000000000E+000	2,6476782E+001
0	4,800000227987766E+003	0,000000000000000E+000	3,3481755E+000	9,9995889E+003	1,333360364377875E+004	0,000000000000000E+000	2,6555836E+001
0	4,830000229412690E+003	0,000000000000000E+000	3,3482149E+000	1,0000573E+004	1,341693861962565E+004	0,000000000000000E+000	2,6334488E+001
0	4,860000230837613E+003	0,000000000000000E+000	3,3481755E+000	1,0000968E+004	1,350027350047417E+004	0,000000000000000E+000	2,6516308E+001
0	4,890000232262537E+003	0,000000000000000E+000	3,3482938E+000	1,0000376E+004	1,358360842890788E+004	0,000000000000000E+000	2,6563740E+001
0	4,920000233687460E+003	0,000000000000000E+000	3,3482938E+000	9,9995889E+003	1,366694329070746E+004	0,000000000000000E+000	2,6200100E+001
0	4,950000235112384E+003	0,000000000000000E+000	3,3482149E+000	1,0000968E+004	1,375027815766330E+004	0,000000000000000E+000	2,6468878E+001
0	4,980000236537308E+003	0,000000000000000E+000	3,3482938E+000	1,0000573E+004	1,383361298873318E+004	0,000000000000000E+000	2,6381922E+001
0	5,010000237962231E+003	0,000000000000000E+000	3,3484118E+000	1,0000180E+004	1,391694780533908E+004	0,000000000000000E+000	2,6389824E+001
0	5,040000239387155E+003	0,000000000000000E+000	3,3483331E+000	1,0000771E+004	1,400028245176323E+004	0,000000000000000E+000	2,6366110E+001
0	5,070000240812078E+003	0,000000000000000E+000	3,3483331E+000	9,9986035E+003	1,408361741555121E+004	0,000000000000000E+000	2,6429352E+001
0	5,100000242237002E+003	0,000000000000000E+000	3,3484907E+000	9,9997852E+003	1,416695234301975E+004	0,000000000000000E+000	2,6294964E+001
0	5,130000243661925E+003	0,000000000000000E+000	3,3484907E+000	1,0000771E+004	1,425028725068142E+004	0,000000000000000E+000	2,6366110E+001
0	5,160000245086849E+003	0,000000000000000E+000	3,3485301E+000	1,0000573E+004	1,433362220222168E+004	0,000000000000000E+000	2,6247530E+001
0	5,190000246511772E+003	0,000000000000000E+000	3,3485694E+000	1,0001559E+004	1,441695734089301E+004	0,000000000000000E+000	2,6342394E+001
0	5,220000247936696E+003	0,000000000000000E+000	3,3484907E+000	9,9999824E+003	1,450029241897678E+004	0,000000000000000E+000	2,6342394E+001
0	5,250000249361619E+003	0,000000000000000E+000	3,3484907E+000	1,0000573E+004	1,458362738703288E+004	0,000000000000000E+000	2,6326584E+001
0	5,280000250786543E+003	0,000000000000000E+000	3,3486087E+000	1,0000573E+004	1,466696225573893E+004	0,000000000000000E+000	2,6208006E+001
0	5,310000252211466E+003	0,000000000000000E+000	3,3486483E+000	9,9997852E+003	1,475029728202094E+004	0,000000000000000E+000	2,6445162E+001
0	5,340000253636390E+003	0,000000000000000E+000	3,3486876E+000	9,9999824E+003	1,483363225435004E+004	0,000000000000000E+000	2,6231720E+001
0	5,370000255061314E+003	0,000000000000000E+000	3,3487270E+000	9,9989971E+003	1,491696720477756E+004	0,000000000000000E+000	2,6381922E+001
0	5,400000256486237E+003	0,000000000000000E+000	3,3487663E+000	1,0000771E+004	1,500030228577420E+004	0,000000000000000E+000	2,6389824E+001
0	5,430000257911161E+003	0,000000000000000E+000	3,3486483E+000	9,9974219E+003	1,508363729056586E+004	0,000000000000000E+000	2,6334488E+001
0	5,460000259336084E+003	0,000000000000000E+000	3,3487663E+000	1,0000771E+004	1,516697235274468E+004	0,000000000000000E+000	2,6342394E+001
0	5,490000260761008E+003	0,000000000000000E+000	3,3488452E+000	9,9995889E+003	1,525030727316786E+004	0,000000000000000E+000	2,6453068E+001
0	5,520000262185931E+003	0,000000000000000E+000	3,3488057E+000	9,9989971E+003	1,533364210390300E+004	0,000000000000000E+000	2,6381922E+001
0	5,550000263610855E+003	0,000000000000000E+000	3,3488452E+000	1,0001164E+004	1,541697705282932E+004	0,000000000000000E+000	2,6334488E+001
0	5,580000265035778E+003	0,000000000000000E+000	3,3488452E+000	1,0001559E+004	1,550031193517958E+004	0,000000000000000E+000	2,6437258E+001
0	5,610000266460702E+003	0,000000000000000E+000	3,3488846E+000	1,0000968E+004	1,558364700504666E+004	0,000000000000000E+000	2,6358204E+001
